Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
C,"Zhang, X; Zhan, XQ; Liu, RP; Guo, H",,,Inst Navigat,"Zhang, Xin; Zhan, Xingqun; Liu, Ruopu; Guo, Hang",,,Visualizing Each and Every Layer in a CNN Trained for Receiver Classification,PROCEEDINGS OF THE 2018 INTERNATIONAL TECHNICAL MEETING OF THE INSTITUTE OF NAVIGATION,Proceedings of the International Technical Meeting of the Institute of Navigation,,English,Proceedings Paper,International Technical Meeting of The Institute-of-Navigation (ION),"JAN 29-FEB 01, 2018","Reston, VA",Inst Navigat,,,,"A feature selection method is proposed here. The selected feature set will be used to train a convolutional neural network to distinguish different GNSS receivers. Here 'different' means 'produced by different manufacturers', 'with different accuracy and precision performance', or even 'with different firmware versions for two products under the same designation'. The most effective feature sets will be those that produce highest classification accuracy. We tried to visualize each and every layer output of the trained model. This is meaningful in that usually what individual layers of a CNN are doing cannot be deliberately designed,i.e.CNN-based methods can be considered as a 'blackbox' method. If, however, we can visualize what each layer is actually doing, we can adjust network structures to minimize computation, thus facilitating its application in compute-intensive platform. The results show that the test accuracy could reach up to 87.1 % after 40 iterative epochs using LeNet-5 while with the same dataset, a linear support vector machine (SVM) reaches only 70 % of test accuracy.","[Zhang, Xin; Zhan, Xingqun] Shanghai Jiao Tong Univ, Sch Aeronaut & Astronaut, GNC Lab, Shanghai, Peoples R China; [Liu, Ruopu] ComNav Technol Ltd, R&D Dept 1, Shanghai, Peoples R China; [Guo, Hang] Nanchang Univ, Acad Space Technol, Nanchang, Jiangxi, Peoples R China",,"Zhang, X (corresponding author), Shanghai Jiao Tong Univ, Sch Aeronaut & Astronaut, GNC Lab, Shanghai, Peoples R China.",,"Zhan, Xingqun/AAX-4086-2021; Zhang, Xin/S-9993-2019",,"National Natural Science Foundation of China [61403253]; ComNav Technology Co., Ltd; GNC Lab, School of Aeronautics and Astronautics, Shanghai Jiao Tong University","National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); ComNav Technology Co., Ltd; GNC Lab, School of Aeronautics and Astronautics, Shanghai Jiao Tong University","This work is supported by National Natural Science Foundation of China (No. 61403253) A plug-and-play solution to All Source Positioning and Navigation problems based on factor-graph. This work is also supported by research funds from ComNav Technology Co., Ltd as part of its joint research agreement with GNC Lab, School of Aeronautics and Astronautics, Shanghai Jiao Tong University.",,4,1,1,0,1,INST NAVIGATION,WASHINGTON,"815 15TH ST NW, STE 832, WASHINGTON, DC 20005 USA",2330-3646,2330-3662,,P INT TECH M I NAVIG,,,2018.0,,,,,,,283,291,,,,,,9,Remote Sensing; Telecommunications,Conference Proceedings Citation Index - Science (CPCI-S),Remote Sensing; Telecommunications,BK4JD,,,,,2022-10-10,WOS:000436563900024,0
J,"Yang, YA; Shih, FY; Roshan, U",,,,"Yang, Yanan; Shih, Frank Y.; Roshan, Usman",,,Defense Against Adversarial Attacks Based on Stochastic Descent Sign Activation Networks on Medical Images,INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE,,,English,Article,,,,,,Robust machine learning; adversarial attack; medical AI imaging system; medical image classification,,"Machine learning techniques in medical imaging systems are accurate, but minor perturbations in the data known as adversarial attacks can fool them. These attacks make the systems vulnerable to fraud and deception, and thus a significant challenge has been posed in practice. We present the gradient-free trained sign activation networks to detect and deter adversarial attacks on medical imaging AI systems. Experimental results show that a higher distortion value is required to attack our proposed model than the other existing state-of-the-art models on MRI, Chest X-ray, and Histopathology image datasets, where our model outperforms the best and is even twice superior. The average accuracy of our model in classifying the adversarial examples is 88.89%, whereas those for MLP and LeNet are 81.48%, and that of ResNet18 is 38.89%. It is concluded that the sign network is a solution to defend adversarial attacks due to high distortion and high accuracy on transferability. Our work is a significant step towards safe and secure medical AI systems.","[Yang, Yanan; Shih, Frank Y.; Roshan, Usman] New Jersey Inst Technol, Dept Comp Sci, Newark, NJ 07102 USA; [Shih, Frank Y.] Asia Univ, Dept Comp Sci & Informat Engn, Taichung, Taiwan",,"Shih, FY (corresponding author), New Jersey Inst Technol, Dept Comp Sci, Newark, NJ 07102 USA.;Shih, FY (corresponding author), Asia Univ, Dept Comp Sci & Informat Engn, Taichung, Taiwan.",shih@njit.edu,,,,,,,36,1,1,2,2,WORLD SCIENTIFIC PUBL CO PTE LTD,SINGAPORE,"5 TOH TUCK LINK, SINGAPORE 596224, SINGAPORE",0218-0014,1793-6381,,INT J PATTERN RECOGN,Int. J. Pattern Recognit. Artif. Intell.,MAR 15,2022.0,36,3,,,,,,,2254005,10.1142/S0218001422540052,0.0,,,17,"Computer Science, Artificial Intelligence",Science Citation Index Expanded (SCI-EXPANDED),Computer Science,0A2DC,,,,,2022-10-10,WOS:000773769300010,0
C,"Kucuk, A; Banda, JM; Angryk, RA",,"Rutkowski, L; Korytkowski, M; Scherer, R; Tadeusiewicz, R; Zadeh, LA; Zurada, JM",,"Kucuk, Ahmet; Banda, Juan M.; Angryk, Rafal A.",,,Solar Event Classification Using Deep Convolutional Neural Networks,"ARTIFICIAL INTELLIGENCE AND SOFT COMPUTING, ICAISC 2017, PT I",Lecture Notes in Artificial Intelligence,,English,Proceedings Paper,16th International Conference on Artificial Intelligence and Soft Computing (ICAISC),"JUN 11-15, 2017","Zakopane, POLAND","Polish Neural Network Soc,Univ Social Sciences,Czestochowa Univ Technol, Insti Computat Intelligence,IEEE Computat Intelligence Soc, Poland Chapter",,Image classification; Solar event classification; Deep learning; Convolutional neural networks,RECOGNITION,"The recent advances in the field of neural networks, more specifically deep convolutional neural networks (CNN), have considerably improved the performance of computer vision and image recognition systems in domains such as medical imaging, object recognition, and scene characterization. In this work, we present the first attempt into bringing CNNs to the field of Solar Astronomy, with the application of solar event recognition. With the objective of advancing the state-of-the-art in the field, we compare the performance of multiple well established CNN architectures against the current methods of multiple solar event classification. To evaluate the effectiveness of deep learning in the solar image domain, we experimented with well-known architectures such as LeNet-5, CifarNet, AlexNet, and GoogLenet. We investigated the recognition of four solar event types using image regions extracted from the high-resolution full disk images of the Sun from the NASA's Solar Dynamics Observatory (SDO) mission. This work demonstrates the feasibility of using CNNs by obtaining improved results over the conventional pattern recognition methods used in the field.","[Kucuk, Ahmet; Banda, Juan M.; Angryk, Rafal A.] Georgia State Univ, Dept Comp Sci, Atlanta, GA 30303 USA",,"Kucuk, A (corresponding author), Georgia State Univ, Dept Comp Sci, Atlanta, GA 30303 USA.",akucuk1@cs.gsu.edu; jbanda@cs.gsu.edu; rangryk@cs.gsu.edu,"Angryk, Rafal/AAG-1072-2020","Angryk, Rafal/0000-0001-9598-8207; Banda, Juan/0000-0001-8499-824X",Office of Advanced Cyberinfrastructure (OAC) [1443061] Funding Source: National Science Foundation,Office of Advanced Cyberinfrastructure (OAC)(National Science Foundation (NSF)NSF - Directorate for Computer & Information Science & Engineering (CISE)),,,41,5,5,0,3,SPRINGER INTERNATIONAL PUBLISHING AG,CHAM,"GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND",0302-9743,1611-3349,978-3-319-59063-9; 978-3-319-59062-2,LECT NOTES ARTIF INT,,,2017.0,10245,,,,,,118,130,,10.1007/978-3-319-59063-9_11,0.0,,,13,"Computer Science, Artificial Intelligence",Conference Proceedings Citation Index - Science (CPCI-S),Computer Science,BJ5RA,,,,,2022-10-10,WOS:000426204500011,0
J,"Chao, Q; Wei, XL; Lei, JB; Tao, JF; Liu, CL",,,,"Chao, Qun; Wei, Xiaoliang; Lei, Junbo; Tao, Jianfeng; Liu, Chengliang",,,Improving accuracy of cavitation severity recognition in axial piston pumps by denoising time-frequency images,MEASUREMENT SCIENCE AND TECHNOLOGY,,,English,Article,,,,,,axial piston pump; cavitation; short-time Fourier transform; denoising method; CNN,CONVOLUTIONAL NEURAL-NETWORKS; FAULT-DIAGNOSIS; CENTRIFUGAL PUMPS; ROTATING MACHINERY; NOISY ENVIRONMENT; FLOW BLOCKAGES; CLASSIFICATION,"The vibration signal is a good indicator of cavitation in axial piston pumps. Some vibration-based machine learning methods have been developed for recognizing pump cavitation. However, their fault diagnostic performance is often unsatisfactory in industrial applications due to the sensitivity of the vibration signal to noise. In this paper, we present an intelligent method for recognizing the cavitation severity of an axial piston pump in a noisy environment. First, we adopt short-time Fourier transformation to convert the raw vibration data into spectrograms that act as input images of a modified LeNet-5 convolutional neural network (CNN). Second, we propose a denoising method for the converted spectrograms based on frequency spectrum characteristics. Finally, we verify the proposed method on the dataset from a test rig of a high-speed axial piston pump. The experimental results indicate that the denoising method significantly improves the diagnostic performance of the CNN model in a noisy environment. For example, using the denoising method, the accuracy rate forcavitation recognition increases from 0.52 to 0.92 at a signal-to-noise ratio of 4 dB.","[Lei, Junbo] Shanghai Jiao Tong Univ, State Key Lab Mech Syst & Vibrat, Shanghai 200240, Peoples R China; Shanghai Jiao Tong Univ, AI Inst, MoE Key Lab Artificial Intelligence, Shanghai 200240, Peoples R China",,"Lei, JB (corresponding author), Shanghai Jiao Tong Univ, State Key Lab Mech Syst & Vibrat, Shanghai 200240, Peoples R China.",jblei@sjtu.edu.cn,,"xiaoliang, wei/0000-0001-7768-8921",National Key R&D Program of China [2020YFB1709604]; National Natural Science Foundation of China [52005323]; China Postdoctoral Science Foundation [2019M660086]; China National Postdoctoral Program for Innovative Talents [BX20200210]; Shanghai Municipal Science and Technology Major Project [2021SHZDZX0102],National Key R&D Program of China; National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); China Postdoctoral Science Foundation(China Postdoctoral Science Foundation); China National Postdoctoral Program for Innovative Talents; Shanghai Municipal Science and Technology Major Project,"This work was financially supported by the National Key R&D Program of China (No. 2020YFB1709604), the National Natural Science Foundation of China (No. 52005323), the China Postdoctoral Science Foundation (No. 2019M660086), the China National Postdoctoral Program for Innovative Talents (No. BX20200210), and the Shanghai Municipal Science and Technology Major Project (No. 2021SHZDZX0102).",,35,5,5,16,25,IOP Publishing Ltd,BRISTOL,"TEMPLE CIRCUS, TEMPLE WAY, BRISTOL BS1 6BE, ENGLAND",0957-0233,1361-6501,,MEAS SCI TECHNOL,Meas. Sci. Technol.,MAY 1,2022.0,33,5,,,,,,,55116,10.1088/1361-6501/ac491d,0.0,,,12,"Engineering, Multidisciplinary; Instruments & Instrumentation",Science Citation Index Expanded (SCI-EXPANDED),Engineering; Instruments & Instrumentation,ZE8OI,,,,,2022-10-10,WOS:000759137100001,0
J,"Mu, JS; Tan, YH; Xie, DL; Zhang, FP; Jing, XJ",,,,"Mu, Junsheng; Tan, Youheng; Xie, Dongliang; Zhang, Fangpei; Jing, Xiaojun",,,CNN and DCGAN for Spectrum Sensors over Rayleigh Fading Channel,WIRELESS COMMUNICATIONS & MOBILE COMPUTING,,,English,Article,,,,,,,COGNITIVE RADIO; ACCESS,"Spectrum sensing (SS) has attracted much attention in the field of Internet of things (IoT) due to its capacity of discovering the available spectrum holes and improving the spectrum efficiency. However, the limited sensing time leads to insufficient sampling data due to the tradeoff between sensing time and communication time. In this paper, deep learning (DL) is applied to SS to achieve a better balance between sensing performance and sensing complexity. More specifically, the two-dimensional dataset of the received signal is established under the various signal-to-noise ratio (SNR) conditions firstly. Then, an improved deep convolutional generative adversarial network (DCGAN) is proposed to expand the training set so as to address the issue of data shortage. Moreover, the LeNet, AlexNet, VGG-16, and the proposed CNN-1 network are trained on the expanded dataset. Finally, the false alarm probability and detection probability are obtained under the various SNR scenarios to validate the effectiveness of the proposed schemes. Simulation results state that the sensing accuracy of the proposed scheme is greatly improved.","[Mu, Junsheng; Xie, Dongliang] Beijing Univ Posts & Telecommun, State Key Lab Networking & Switching Technol, Beijing, Peoples R China; [Tan, Youheng; Jing, Xiaojun] Beijing Univ Posts & Telecommun, Sch Informat & Commun Engn, Beijing 100876, Peoples R China; [Zhang, Fangpei] China Elect Technol Grp Corp, Informat Sci Res Inst, Beijing 100876, Peoples R China",,"Jing, XJ (corresponding author), Beijing Univ Posts & Telecommun, Sch Informat & Commun Engn, Beijing 100876, Peoples R China.",jxiaojun@bupt.edu.cn,,,,,,,26,1,1,3,12,WILEY-HINDAWI,LONDON,"ADAM HOUSE, 3RD FL, 1 FITZROY SQ, LONDON, WIT 5HE, ENGLAND",1530-8669,1530-8677,,WIREL COMMUN MOB COM,Wirel. Commun. Mob. Comput.,AUG 10,2021.0,2021,,,,,,,,9970600,10.1155/2021/9970600,0.0,,,12,"Computer Science, Information Systems; Engineering, Electrical & Electronic; Telecommunications",Science Citation Index Expanded (SCI-EXPANDED),Computer Science; Engineering; Telecommunications,UD8HX,,gold,,,2022-10-10,WOS:000687445100014,0
J,"Artiemjew, P; Chojka, A; Rapinski, J",,,,"Artiemjew, Piotr; Chojka, Agnieszka; Rapinski, Jacek",,,Deep Learning for RFI Artifact Recognition in Sentinel-1 Data,REMOTE SENSING,,,English,Article,,,,,,radio-frequency interference; SAR data; quick-look; artifact detection; deep learning,MITIGATION,"Beyond the variety of unwanted disruptions that appear quite frequently in synthetic aperture radar (SAR) measurements, radio-frequency interference (RFI) is one of the most challenging issues due to its various forms and sources. Unfortunately, over the years, this problem has grown worse. RFI artifacts not only hinder processing of SAR data, but also play a significant role when it comes to the quality, reliability, and accuracy of the final outcomes. To address this issue, a robust, effective, and-importantly-easy-to-implement method for identifying RFI-affected images was developed. The main aim of the proposed solution is the support of the automatic permanent scatters in SAR (PSInSAR) processing workflow through the exclusion of contaminated SAR data that could lead to misinterpretation of the calculation results. The approach presented in this paper for the purpose of recognition of these specific artifacts is based on deep learning. Considering different levels of image damage, we used three variants of a LeNet-type convolutional neural network. The results show the high efficiency of our model used directly on sample data.","[Artiemjew, Piotr] Univ Warmia & Mazury, Fac Math & Comp Sci, PL-10710 Olsztyn, Poland; [Chojka, Agnieszka; Rapinski, Jacek] Univ Warmia & Mazury, Fac Geoengn, PL-10710 Olsztyn, Poland",,"Chojka, A (corresponding author), Univ Warmia & Mazury, Fac Geoengn, PL-10710 Olsztyn, Poland.",artem@matman.uwm.edu.pl; agnieszka.chojka@uwm.edu.pl; jacek.rapinski@uwm.edu.pl,,"Chojka, Agnieszka/0000-0002-9567-1848; Rapinski, Jacek/0000-0002-8954-7963; Artiemjew, Piotr/0000-0001-5508-9856",European Regional Development Fund within the Smart Growth Operational Programm [POIR.04.01.04-00-0056/17],European Regional Development Fund within the Smart Growth Operational Programm,"This research conducted under the project entitled Automatic system for monitoring the influence of high-energy paraseismic tremors on the surface using GNSS/PSInSAR satellite observations and seismic measurements (Project No. POIR.04.01.04-00-0056/17), co-financed by the European Regional Development Fund within the Smart Growth Operational Programm 2014-2020.",,53,6,6,1,10,MDPI,BASEL,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,2072-4292,,REMOTE SENS-BASEL,Remote Sens.,JAN,2021.0,13,1,,,,,,,7,10.3390/rs13010007,0.0,,,16,"Environmental Sciences; Geosciences, Multidisciplinary; Remote Sensing; Imaging Science & Photographic Technology",Science Citation Index Expanded (SCI-EXPANDED),Environmental Sciences & Ecology; Geology; Remote Sensing; Imaging Science & Photographic Technology,PQ6PD,,"Green Published, gold",,,2022-10-10,WOS:000606664900001,0
C,"Panchapakesan, S; Fang, ZM; Li, J",,,IEEE COMP SOC,"Panchapakesan, Sathish; Fang, Zhenman; Li, Jian",,,SyncNN: Evaluating and Accelerating Spiking Neural Networks on FPGAs,2021 31ST INTERNATIONAL CONFERENCE ON FIELD-PROGRAMMABLE LOGIC AND APPLICATIONS (FPL 2021),International Conference on Field Programmable Logic and Applications,,English,Proceedings Paper,31st International Conference on Field-Programmable Logic and Applications (FPL),"AUG 30-SEP 03, 2021",ELECTR NETWORK,"Cologne Chip AG,Intel,Xilinx,Cadence Synopsys,Fraunhofer IPMS,Two Sigma,Maxeler Technologies,Inaccel",,,BACKPROPAGATION; NEURONS; RESUME,"In this paper, we propose a novel synchronous approach for rate encoding based Spiking Neural Networks (SNNs), which is more hardware friendly than conventional asynchronous approaches. We also design and implement the SyncNN framework to accelerate SNNs on Xilinx ARM-FPGA SoCs in a synchronous fashion. To improve the computation and memory access efficiency, we first quantize the network weights to 16-bit, 8-bit, and 4-bit fixed-point values with the SNN friendly quantization technique. For the encoded neurons that have dynamic and irregular access patterns, we design parameterized compute engines to accelerate their performance on the FPGA, where we explore various parallelization strategies and memory access optimizations. Our experimental results on multiple Xilinx ARM-FPGA SoC boards demonstrate that our SyncNN is scalable to run multiple networks, such as LeNet, Network in Network, and VGG, on various datasets such as MNIST, SVHN, and CIFAR-10. SyncNN not only achieves competitive accuracy (99.6%) but also achieves state-of-the-art performance (13,086 frames per second) for the MNIST dataset.","[Panchapakesan, Sathish; Fang, Zhenman] Simon Fraser Univ, Sch Engn Sci, Burnaby, BC, Canada; [Li, Jian] Futurewei Technol Inc, Santa Clara, CA USA",,"Panchapakesan, S (corresponding author), Simon Fraser Univ, Sch Engn Sci, Burnaby, BC, Canada.",sathishp@sfu.ca; zhenman@sfu.ca; jian.li@futurewei.com,,,"Natural Sciences and Engineering Research Council of Canada (NSERC) [RGPIN-2019-04613, DGECR-2019-00120, ALLRP-552042-2020]; Canada Foundation for Innovation; Simon Fraser University New Faculty Start-up Grant; Nvidia; Huawei; Xilinx",Natural Sciences and Engineering Research Council of Canada (NSERC)(Natural Sciences and Engineering Research Council of Canada (NSERC)); Canada Foundation for Innovation(Canada Foundation for InnovationCGIAR); Simon Fraser University New Faculty Start-up Grant; Nvidia; Huawei(Huawei Technologies); Xilinx,"We acknowledge the support from Natural Sciences and Engineering Research Council of Canada (NSERC Discovery Grant RGPIN-2019-04613 and DGECR-2019-00120, Alliance Grant ALLRP-552042-2020); Canada Foundation for Innovation John R. Evans Leaders Fund and British Columbia Knowledge Dev. Fund; Simon Fraser University New Faculty Start-up Grant; Huawei, Xilinx, and Nvidia. We also thank Dr. Abhronil Sengupta and his group from Penn State University for helping us better understand training techniques for SNNs, and Kunpeng Xie from Nankai University for helping us collect data on Xilinx ZCU102 FPGA board.",,38,2,2,3,6,IEEE COMPUTER SOC,LOS ALAMITOS,"10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, CA 90720-1264 USA",1946-1488,,978-1-6654-3759-2,I C FIELD PROG LOGIC,,,2021.0,,,,,,,286,293,,10.1109/FPL53798.2021.00058,0.0,,,8,"Computer Science, Hardware & Architecture; Computer Science, Software Engineering; Computer Science, Theory & Methods; Engineering, Electrical & Electronic",Conference Proceedings Citation Index - Science (CPCI-S),Computer Science; Engineering,BS5EZ,,,,,2022-10-10,WOS:000728589800049,0
C,"Sun, YY; Ou, ZX; Chen, J; Qi, XX; Guo, YF; Cai, SZ; Yan, XM",,"Cai, Z; Li, J; Zhang, J",,"Sun, Yuyang; Ou, Zhixin; Chen, Juan; Qi, Xinxin; Guo, Yifei; Cai, Shunzhe; Yan, Xiaoming",,,"Evaluating Performance, Power and Energy of Deep Neural Networks on CPUs and GPUs","THEORETICAL COMPUTER SCIENCE, NCTCS 2021",Communications in Computer and Information Science,,English,Proceedings Paper,39th National Conference of Theoretical Computer Science (NCTCS),"JUL 23-25, 2021","China Comp Federat, Yinchuan, PEOPLES R CHINA","China Comp Soc, Theoret Comp Sci Comm,N Munzu Univ, Coll Comp Sci & Engn",China Comp Federat,Convolutional neural network; Deep learning; Performance characterization; Power characterization; Energy characterization,,"Deep learning has achieved accuracy and fast training speed and has been successfully applied to many fields, including speech recognition, text processing, image processing and video processing. However, the cost of high power and energy comes together with the high accuracy and training speed of Deep Neural Network (DNN). This inspires researchers to perform characterization in terms of performance, power and energy for guiding the architecture design of DNN models. There are three critical issues to solve for designing a both accurate and energy-efficient DNN model: i) how the software parameters affect the DNN models; ii) how the hardware parameters affect the DNN models; and iii) how to choose the best energy-efficient DNN model. To answer the three issues above, we capture and analyze the performance, power and energy behaviors for multiple experiment settings. We evaluate four DNN models (i.e., LeNet, GoogLeNet, AlexNet, and CaffeNet) with various parameter settings (both hardware and software) on both CPU and GPU platforms. Evaluation results provide detailed DNN characterization and some key insights to facilitate the design of energy-efficient deep learning solutions.","[Sun, Yuyang; Ou, Zhixin; Chen, Juan; Qi, Xinxin; Guo, Yifei; Cai, Shunzhe; Yan, Xiaoming] Natl Univ Def Technol, Coll Comp, Changsha, Peoples R China",,"Chen, J (corresponding author), Natl Univ Def Technol, Coll Comp, Changsha, Peoples R China.",sunyuyang@nudt.edu.cn; ouzhixin16@nudt.edu.cn; juanchen@nudt.edu.cn; qixinxin19@nudt.edu.cn; guoyifei18@nudt.edu.cn; caishunzhe@nudt.edu.cn; yanxiaomingnudt@nudt.edu.cn,,,,,,,30,0,0,0,0,SPRINGER INTERNATIONAL PUBLISHING AG,CHAM,"GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND",1865-0929,1865-0937,978-981-16-7443-3; 978-981-16-7442-6,COMM COM INF SC,,,2021.0,1494,,,,,,196,221,,10.1007/978-981-16-7443-3_12,0.0,,,26,"Computer Science, Theory & Methods",Conference Proceedings Citation Index - Science (CPCI-S),Computer Science,BT1FG,,,,,2022-10-10,WOS:000797344900012,0
J,"Du, M; Yin, HY; Chen, XY; Wang, XQ",,,,"Du, Meng; Yin, Hongyi; Chen, Xiaoyan; Wang, Xinqiang",,,Oil-in-Water Two-Phase Flow Pattern Identification From Experimental Snapshots Using Convolutional Neural Network,IEEE ACCESS,,,English,Article,,,,,,Fluid flow; image classiflcation; machine learning; neural networks,ARCHITECTURE; PREDICTION,"The flow pattern is one of the most signiflcant parameters in modeling the oil-water two-phase system. How to extract efflcient and objective features to precisely identify the oil-water two-phase flow patterns is still a signiflcant issue. Inspired by the deep learning hierarchically feature extraction way, we, in this paper, employ convolutional neural networks (CNNs) to identify oil-water two-phase flow patterns. First, we carry out oil-water two-phase flow experiment and collect different oil-water flow pattern images. Then, we propose an image segment algorithm based on the minimum gray level to obtain the interest region that reflects the flow pattern characteristics. Finally, we employ three frequently used CNNs, LeNet-5, AlexNet, and VGG-16 net, to extract the image features and identify typical oil-water two-phase flow patterns. The results show that networks with more deep structures preserve relatively high flow pattern recognition accuracy. This paper provides a novel application of the deep learning method for the oil-water two-phase flow identiflcation.","[Du, Meng; Yin, Hongyi; Chen, Xiaoyan] Tianjin Univ Sci & Technol, Coll Elect Informat & Automat, Tianjin 300222, Peoples R China; [Wang, Xinqiang] Tianjin Sinogerman Univ Appl Sci, Software & Commun Sch, Tianjin 300350, Peoples R China",,"Du, M (corresponding author), Tianjin Univ Sci & Technol, Coll Elect Informat & Automat, Tianjin 300222, Peoples R China.",mdu@tust.edu.cn,,,National Natural Science Foundation of China [41704131]; Natural Science Foundation of Tianjin [17JCTPJC50600],National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Natural Science Foundation of Tianjin(Natural Science Foundation of Tianjin),This work was supported in part by the National Natural Science Foundation of China under Grant 41704131 and in part by the Natural Science Foundation of Tianjin under Grant 17JCTPJC50600.,,41,20,20,3,33,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,PISCATAWAY,"445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA",2169-3536,,,IEEE ACCESS,IEEE Access,,2019.0,7,,,,,,6219,6225,,10.1109/ACCESS.2018.2888733,0.0,,,7,"Computer Science, Information Systems; Engineering, Electrical & Electronic; Telecommunications",Science Citation Index Expanded (SCI-EXPANDED),Computer Science; Engineering; Telecommunications,HI3PM,,gold,,,2022-10-10,WOS:000456363100001,0
C,"Li, L; Zhang, SB; Wu, J",,,IEEE,"Li, Lin; Zhang, Shengbing; Wu, Juan",,,Design and Realization of Deep Learning Coprocessor Oriented to Image Recognition,2017 17TH IEEE INTERNATIONAL CONFERENCE ON COMMUNICATION TECHNOLOGY (ICCT 2017),,,English,Proceedings Paper,IEEE 17th International Conference on Communication Technology (ICCT),"OCT 27-30, 2017","Chengdu, PEOPLES R CHINA",IEEE,,deep learning; deep convolutional neural networks; coprocessor; image recognition,,"In order to explore efficient design of the dedicated deep learning processor oriented to image recognition, this paper presents a deep convolutional neural network coprocessor which is applied in embedded image recognition system or SoC. In particular, the calculation of nonlinear active function and local response normalization are designed in PEs of the coprocessor based on approximate calculation so that the parallel computing in multiple PEs could be used instead of traditional serial computing based on additional ALU. In order to verify the function and performance of the coprocessor, two representative convolutional networks LeNet-5 and AlexNet are deployed on coprocessor respectively, and two datasets MNIST and CIFAR10 are used for training and testing. The prototype system of the coprocessor is implemented on XC6VLX240T of Xilinx, and the peak performance is up to 19.2GOP/s when it operates at 100MHz. The experiment results show that the test accuracy of the coprocessor is consistent with the deep learning framework Caffe, and the design of coprocessor meets the requirements of image recognition.","[Li, Lin; Zhang, Shengbing] Northwestern Polytech Univ, Sch Comp Sci & Engn, Xian, Shaanxi, Peoples R China; [Wu, Juan] Xian Vocat & Tech Coll, Sch Animat & Software, Xian, Shaanxi, Peoples R China",,"Li, L (corresponding author), Northwestern Polytech Univ, Sch Comp Sci & Engn, Xian, Shaanxi, Peoples R China.",lilin0106@mail.nwpu.edu.cn; zhangsb@nwpu.edu.cn; 15202909652@163.com,,,,,,,18,2,2,0,2,IEEE,NEW YORK,"345 E 47TH ST, NEW YORK, NY 10017 USA",,,978-1-5090-3944-9,,,,2017.0,,,,,,,1553,1559,,,,,,7,"Engineering, Electrical & Electronic; Telecommunications",Conference Proceedings Citation Index - Science (CPCI-S),Engineering; Telecommunications,BK3NU,,,,,2022-10-10,WOS:000435276600301,0
