Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Xu, BL; Liu, JX; Hou, XX; Liu, BZ; Qiu, GP",,,,"Xu, Bolei; Liu, Jingxin; Hou, Xianxu; Liu, Bozhi; Qiu, Guoping",,,Deep reinforcement learning-based patch selection for illuminant estimation,IMAGE AND VISION COMPUTING,,,English,Article,,,,,,Color constancy; Reinforcement learning; Patch selection,COLOR CONSTANCY,"Previous deep learning based approaches to illuminant estimation either resized the raw image to lows resolution or randomly cropped image patches for the deep learning model. However, such practices would inevitably lead to information loss or the selection of noisy patches that would affect estimation accuracy In this paper, we regard patch selection in neural network based illuminant estimation as a controlling problem of selecting image patches that could help remove noisy patches and improve estimation accuracy To achieve this, we construct a selection network (SeNet) to learn a patch selection policy. Based on data statistics and the learning progression state of the deep illuminant estimation network (DeNet), the SeNs decides which training patches should be input to the DeNet, which in turn gives feedback to the SeNet fc it to update its selection policy. To achieve such interactive and intelligent learning, we utilize a reinforcement learning approach termed policy gradient to optimize the SeNet. We show that the proposed learning strategy can enhance the illuminant estimation accuracy, speed up the convergence and improve the stability of the training process of DeNet. We evaluate our method on two public datasets and demonstrate of method outperforms state-of-the-art approaches. (C) 2019 Elsevier B.V. All rights reservesed","[Xu, Bolei; Liu, Jingxin; Hou, Xianxu; Liu, Bozhi; Qiu, Guoping] Shenzhen Univ, Coll Informat Engn, Shenzhen, Guangdong, Peoples R China; [Qiu, Guoping] Guangdong Key Lab Intelligent Informat Proc, Shenzhen, Guangdong, Peoples R China; [Qiu, Guoping] Shenzhen Inst Artificial Intelligence & Robot Soc, Shenzhen, Guangdong, Peoples R China; [Qiu, Guoping] Univ Nottingham, Nottingham, England",,"Qiu, GP (通讯作者)，Shenzhen Univ, Coll Informat Engn, Shenzhen, Guangdong, Peoples R China.",guoping.qiu@nottingham.ac.uk,"Xu, Bolei/GRO-1172-2022",,,,,,40,0,0,2,19,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",0262-8856,1872-8138,,IMAGE VISION COMPUT,Image Vis. Comput.,NOV,2019.0,91,,,,,,,,103798,10.1016/j.imavis.2019.08.002,http://dx.doi.org/10.1016/j.imavis.2019.08.002,,,8,"Computer Science, Artificial Intelligence; Computer Science, Software Engineering; Computer Science, Theory & Methods; Engineering, Electrical & Electronic; Optics",Science Citation Index Expanded (SCI-EXPANDED),Computer Science; Engineering; Optics,JU3YI,,Green Accepted,,,2022-10-10,WOS:000501614200006,View Full Record in Web of Science
C,"Sun, T; Gong, SY; Wang, ZW; Smith, CD; Wang, XH; Xu, L; Liu, JD",,"Wani, MA; Sethi, I; Shi, W; Qu, G; Raicu, DS; Jin, R",,"Sun, Tao; Gong, Shuyu; Wang, Zhewei; Smith, Charles D.; Wang, Xianhui; Xu, Li; Liu, Jundong",,,Boosting the Intelligibility of Waveform Speech Enhancement Networks through Self-supervised Representations,20TH IEEE INTERNATIONAL CONFERENCE ON MACHINE LEARNING AND APPLICATIONS (ICMLA 2021),,,English,Proceedings Paper,20th IEEE International Conference on Machine Learning and Applications (ICMLA),"DEC 13-16, 2021",ELECTR NETWORK,IEEE,,Speech enhancement; self-supervised learning; speech representation; wav2vec; PASE,,"The ultimate goal of speech enhancement is to improve speech quality and intelligibility. Integrating human speech elements into waveform denoising neural networks has proven to be a simple yet effective strategy for this purpose. Such integration, however, has mostly been carried out within supervised learning settings, without taking advantage of the power of the latest self-supervised learning models, which have demonstrated remarkable capability of extracting knowledge from large training sets. In this paper, we present K-SENet, a knowledge-assisted waveform framework for speech enhancement. Wave-U-Net is utilized as the baseline model and the foundation to build our framework. To achieve enhanced intelligibility, we propose a perceptual loss function that relies on self-supervised speech representations pretrained on large datasets, to provide guidance for the baseline network. Wav2vec and PASE are the choices of self-supervised models in this work. Our proposed perceptual loss is calculated upon the perceptual similarities captured by the speech representations. Minimizing this loss would ensure the denoised network outputs sound like clean human speeches. Experiments on the Noisy VCTK and modified TIMIT datasets demonstrate that our K-SENet can significantly improve the perceptual quality of network outputs.","[Sun, Tao; Gong, Shuyu; Wang, Zhewei; Liu, Jundong] Ohio Univ, Sch Elect Engn & Comp Sci, Athens, OH 45701 USA; [Smith, Charles D.] Univ Kentucky, Dept Neurol, Lexington, KY 40536 USA; [Wang, Xianhui; Xu, Li] Ohio Univ, Div Commun Sci, Athens, OH 45701 USA",,"Sun, T (通讯作者)，Ohio Univ, Sch Elect Engn & Comp Sci, Athens, OH 45701 USA.",,,,,,,,36,0,0,0,0,IEEE,NEW YORK,"345 E 47TH ST, NEW YORK, NY 10017 USA",,,978-1-6654-4337-1,,,,2021.0,,,,,,,992,997,,10.1109/ICMLA52953.2021.00163,http://dx.doi.org/10.1109/ICMLA52953.2021.00163,,,6,"Computer Science, Artificial Intelligence; Computer Science, Theory & Methods",Conference Proceedings Citation Index - Science (CPCI-S),Computer Science,BS9CM,,,,,2022-10-10,WOS:000779208200155,View Full Record in Web of Science
C,"Galis, A; Clayman, S; Mamatas, L",,,IEEE,"Galis, Alex; Clayman, Stuart; Mamatas, Lefteris",,,Towards Autonomic Management of Software Enabled Networks,2013 8TH INTERNATIONAL SYMPOSIUM ON ADVANCED TOPICS IN ELECTRICAL ENGINEERING (ATEE),,,English,Proceedings Paper,8th International Symposium on Advanced Topics in Electrical Engineering (ATEE),"MAY 23-25, 2013","Bucharest, ROMANIA",,,Software Driven Networking; Programmable Networks; Autonomic Networking and Management,,"In this position paper, we present a new networking and management framework - called SeNET - that integrates software driven features with the management features of modern autonomic network management, and many service features from the world of services. This framework is under development and validation.","[Galis, Alex; Clayman, Stuart; Mamatas, Lefteris] UCL, Dept Elect & Elect Engn, London, England",,"Galis, A (通讯作者)，UCL, Dept Elect & Elect Engn, London, England.",a.galis@ucl.ac.uk; s.clayman@ucl.ac.uk; l.mamatas@ucl.ac.uk,"Mamatas, Lefteris/AAR-6758-2020","Mamatas, Lefteris/0000-0002-8653-6521",,,,,8,27,27,0,0,IEEE,NEW YORK,"345 E 47TH ST, NEW YORK, NY 10017 USA",,,978-1-4673-5980-1; 978-1-4673-5979-5,,,,2013.0,,,,,,,,,,10.1109/ATEE.2013.6563356,http://dx.doi.org/10.1109/ATEE.2013.6563356,,,3,"Engineering, Electrical & Electronic",Conference Proceedings Citation Index - Science (CPCI-S),Engineering,BA1QZ,,,,,2022-10-10,WOS:000332928500010,View Full Record in Web of Science
J,"Pan, HD; Chen, GF; Jiang, J",,,,"Pan, Haodong; Chen, Guangfeng; Jiang, Jue",,,Adaptively Dense Feature Pyramid Network for Object Detection,IEEE ACCESS,,,English,Article,,,,,,SSD; object detection; atrous convolution; DenseNet; SENet,SEMANTIC SEGMENTATION,"We propose a novel one-stage object detection network, called adaptively dense feature pyramid network (ADFPNet), to detect objects cross various scales. The proposed network is developed on single shot multibox detector (SSD) framework with a new proposed ADFP module, which is consisted of two components: a dense multi scales and receptive fields block (DMSRB) and an adaptively feature calibration block (AFCB). Specifically, DMSRB block extracts rich semantic information in a dense way through atrous convolutions with different atrous rates to extract dense features in multi scales and receptive fields; the AFCB block calibrate the dense features to retain features contributing more and depress features contributing less. The extensive experiments have been conducted on VOC 2007, VOC 2012, and MS COCO dataset to evaluate our method. In particular, we achieve the new state of the art accuracy with the mAP of 82.5 on VOC 2007 test set and the mAP of 36.4 on COCO test-dev set using a simple VGG-16 backbone. When testing with a lower resolution (300 x 300), we achieve an mAP of 81.1 on VOC 2007 test set with an FPS of 62.5 on an NVIDIA 1080ti GPU, which meets the requirement for real-time detection.","[Pan, Haodong; Chen, Guangfeng] Donghua Univ, Coll Mech Engn, Shanghai 201620, Peoples R China; [Jiang, Jue] Mem Sloan Kettering Canc Ctr, Dept Med Phys, New York, NY 10044 USA",,"Chen, GF (通讯作者)，Donghua Univ, Coll Mech Engn, Shanghai 201620, Peoples R China.;Jiang, J (通讯作者)，Mem Sloan Kettering Canc Ctr, Dept Med Phys, New York, NY 10044 USA.",chengf@dhu.edu.cn; jiangj1@mskcc.org,,,National Key R&D Program of China [2017YFB1304000],National Key R&D Program of China,This work was supported by the National Key R&D Program of China under Grant 2017YFB1304000.,,57,6,7,3,11,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,PISCATAWAY,"445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA",2169-3536,,,IEEE ACCESS,IEEE Access,,2019.0,7,,,,,,81132,81144,,10.1109/ACCESS.2019.2922511,http://dx.doi.org/10.1109/ACCESS.2019.2922511,,,13,"Computer Science, Information Systems; Engineering, Electrical & Electronic; Telecommunications",Science Citation Index Expanded (SCI-EXPANDED),Computer Science; Engineering; Telecommunications,IH9KS,33614364.0,"Green Accepted, gold",,,2022-10-10,WOS:000474826000001,View Full Record in Web of Science
C,"Wu, JQ; Li, Q; Liang, S; Kuang, SF",,,IEEE,"Wu, Jiaqi; Li, Qia; Liang, Sai; Kuang, Shen-fen",,,Convolutional Neural Network with Squeeze and Excitation Modules for Image Blind Deblurring,2020 INFORMATION COMMUNICATION TECHNOLOGIES CONFERENCE (ICTC),,,English,Proceedings Paper,Information Communication Technologies Conference (ICTC),"MAY 29-31, 2020","Nanjing, PEOPLES R CHINA","Nanjing Univ,SE Univ,IEEE,SIR Forum, Blockchain & Quantum Comp,Univ Leeds,Jiangsu BigData Blockchain & Smart Informat Special Comm",,Image Blind Deblurring; Deep Learning; Convolutional Neural Network (CNN); Squeeze and Excitation module (SE module),,"Image blind deblurring is a classic computer vision and image processing task. It has been proved that end-to-end deep convolutional neural network (CNN) has the highest performance on nonuniform motion blind deblurring task from dynamic scene. Recently, many well designed multi-scale CNNs have been established. These CNNs process blurry images at different image resolution and improve the quality of restored image obviously. In this paper, inspired by Squeeze and Excitation Network (SENet), we introduce the core module named Squeeze and Excitation module (SE module) of SENet into our network to deblur the blurry images. We compare our network with three state-of-the-art methods on two standard datasets. Experiment results show that our proposed method outperforms other state-of-the-art methods quantitatively and visually.","[Wu, Jiaqi; Liang, Sai] Sun Yat Sen Univ, Sch Data & Comp Sci, Guangzhou, Peoples R China; [Li, Qia] Sun Yat Sen Univ, Sch Data & Comp Sci, Guangdong Prov Key Lab Computat Sci, Guangzhou, Peoples R China; [Kuang, Shen-fen] Shaoguan Univ, Sch Math & Stat, Shaoguan, Peoples R China",,"Li, Q (通讯作者)，Sun Yat Sen Univ, Sch Data & Comp Sci, Guangdong Prov Key Lab Computat Sci, Guangzhou, Peoples R China.",wujq23@mail2.sysu.edu.cn; liqia@mail.sysu.edu.cn; liangs5@mail2.sysu.edu.cn; shfkuang@163.com,,,"Natural Science Foundation of China [11971499, 11701189]",Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)),This research is supported in part by the Natural Science Foundation of China under grants 11971499 and 11701189.,,32,1,1,0,0,IEEE,NEW YORK,"345 E 47TH ST, NEW YORK, NY 10017 USA",,,978-1-7281-6776-3,,,,2020.0,,,,,,,338,345,,,,,,8,"Computer Science, Information Systems; Telecommunications",Conference Proceedings Citation Index - Science (CPCI-S),Computer Science; Telecommunications,BT7YX,,,,,2022-10-10,WOS:000851523300062,View Full Record in Web of Science
J,"Senet, P; Aparicio, F",,,,"Senet, P.; Aparicio, F.",,,Density functional theory fragment descriptors to quantify the reactivity of a molecular family: Application to amino acids,JOURNAL OF CHEMICAL PHYSICS,,,English,Article,,,,,,,HARTREE-FOCK METHOD; CHEMICAL-REACTIVITY; FUKUI FUNCTION; ELECTRONIC RESPONSES; HARDNESS; DERIVATIVES; INDEXES; GAS; ELECTRONEGATIVITY; SIMILARITY,"By using the exact density functional theory, one demonstrates that the value of the local electronic softness of a molecular fragment is directly related to the polarization charge (Coulomb hole) induced by a test electron removed (or added) from (at) the fragment. Our finding generalizes to a chemical group a formal relation between these molecular descriptors recently obtained for an atom in a molecule using an approximate atomistic model [P. Senet and M. Yang, J. Chem. Sci. 117, 411 (2005)]. In addition, a practical ab initio computational scheme of the Coulomb hole and related local descriptors of reactivity of a molecular family having in common a similar fragment is presented. As a blind test, the method is applied to the lateral chains of the 20 isolated amino acids. One demonstrates that the local softness of the lateral chain is a quantitative measure of the similarity of the amino acids. It predicts the separation of amino acids in different biochemical groups (aliphatic, basic, acidic, sulfur contained, and aromatic). The present approach may find applications in quantitative structure activity relationship methodology. (c) 2007 American Institute of Physics.","Univ Bourgogne, CNRS, UMR 5209, Inst Carnot Bourgogne, F-21078 Dijon, France",,"Senet, P (通讯作者)，Univ Bourgogne, CNRS, UMR 5209, Inst Carnot Bourgogne, 9 Ave Alain Savary, F-21078 Dijon, France.",patrick.senet@u-bourgogne.fr,"Aparicio, Felipe/AAQ-9973-2021","Aparicio, Felipe/0000-0002-7310-4033",,,,,45,5,5,0,4,AMER INST PHYSICS,MELVILLE,"1305 WALT WHITMAN RD, STE 300, MELVILLE, NY 11747-4501 USA",0021-9606,1089-7690,,J CHEM PHYS,J. Chem. Phys.,APR 14,2007.0,126,14,,,,,,,145105,10.1063/1.2715570,http://dx.doi.org/10.1063/1.2715570,,,8,"Chemistry, Physical; Physics, Atomic, Molecular & Chemical",Science Citation Index Expanded (SCI-EXPANDED),Chemistry; Physics,157AO,17444754.0,,,,2022-10-10,WOS:000245691200063,View Full Record in Web of Science
J,"Zhang, T; Yang, Y; Zhang, AQ",,,,"Zhang, Ting; Yang, Yi; Zhang, Anqin",,,3D reconstruction of porous media using a batch normalized variational auto-encoder,COMPUTATIONAL GEOSCIENCES,,,English,Article,,,,,,Pore space; Reconstruction; Batch normalization; Squeeze-and-excitation network; Variational auto-encoder; 62 M30,SIMULATION; CONSTRUCTION; SANDSTONES,"The 3D reconstruction of porous media plays a key role in many engineering applications. There are two main methods for the reconstruction of porous media: physical experimental methods and numerical reconstruction methods. The former are usually expensive and restricted by the limited size of experimental samples, while the latter are relatively cost-effective but still suffer from a lengthy processing time and unsatisfactory performance. With the vigorous development of deep learning in recent years, applying deep learning methods to 3D reconstruction of porous media has become an important direction. Variational auto-encoder (VAE) is one of the typical deep learning methods with a strong ability of extracting features from training images (TIs), but it has the problem of posterior collapse, meaning the generated data from the decoder are not related to its input data, i.e. the latent space Z. This paper proposes a VAE model (called SE-FBN-VAE) based on squeeze-and-excitation network (SENet) and fixed batch normalization (FBN) for the reconstruction of porous media. SENet is a simple and efficient channel attention mechanism, which improves the sensitivity of the model to channel characteristics. The application of SENet to VAE can further improve its ability of extracting features from TIs. Batch normalization (BN) is a common method for data normalization in neural networks, which reduces the convergence time of the network. In this paper, BN is slightly modified to solve the problem of posterior collapse of VAE. Compared with some other numerical methods, the effectiveness and practicability of the proposed method are demonstrated.","[Zhang, Ting; Yang, Yi; Zhang, Anqin] Shanghai Univ Elect Power, Coll Comp Sci & Technol, Shanghai 200090, Peoples R China",,"Zhang, AQ (通讯作者)，Shanghai Univ Elect Power, Coll Comp Sci & Technol, Shanghai 200090, Peoples R China.",shiep2021@yeah.net,,,"National Natural Science Foundation of China [41672114, 41702148]",National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)),"This work is supported by the National Natural Science Foundation of China (Nos. 41672114, 41702148).",,43,0,0,4,4,SPRINGER,DORDRECHT,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",1420-0597,1573-1499,,COMPUTAT GEOSCI,Comput. Geosci.,OCT,2022.0,26,5,,,,,1261,1278,,10.1007/s10596-022-10159-1,http://dx.doi.org/10.1007/s10596-022-10159-1,,JUN 2022,18,"Computer Science, Interdisciplinary Applications; Geosciences, Multidisciplinary",Science Citation Index Expanded (SCI-EXPANDED),Computer Science; Geology,4O2LD,,,,,2022-10-10,WOS:000814986200001,View Full Record in Web of Science
C,"Geng, YF; Lu, XB",,,IOP Publishing,"Geng, Yifei; Lu, Xiaobo",,,Vehicle and Driver Detection on Highway Based on Cascade R-CNN,5TH ANNUAL INTERNATIONAL CONFERENCE ON INFORMATION SYSTEM AND ARTIFICIAL INTELLIGENCE (ISAI2020),Journal of Physics Conference Series,,English,Proceedings Paper,5th Annual International Conference on Information System and Artificial Intelligence (ISAI),"MAY 22-23, 2020","Zhejiang, PEOPLES R CHINA",,,,,"Vehicle and driver detection in the highway scene has been a research hotspot in the field of object detection in recent years, and it is still a challenging problem in the research of traffic order and road safety. In this paper, we propose a novel end-to-end vehicle and driver detection method named VDDNet which is based on Cascade R-CNN and SENet. By introducing FPN structure and SENet attention mechanism in the backbone, the ability of the model to learn effective features is enhanced. It can improve the accuracy of detection in difficult scenes such as weak light, partial occlusion, and low picture resolution. The test results based on the database of highway traffic vehicle and drivers constructed by the Jiangsu Provincial Public Security Department. It shows that the detection method has the AP rate of 91.3% and the Recall rate of 92.4%, which demonstrates the effectiveness of the proposed method in complex highway environments.","[Geng, Yifei; Lu, Xiaobo] Southeast Univ, Sch Automat, Nanjing 210096, Peoples R China; [Geng, Yifei; Lu, Xiaobo] Southeast Univ, Minist Educ, Key Lab Measurement & Control Complex Syst Engn, Nanjing 210096, Peoples R China",,"Lu, XB (通讯作者)，Southeast Univ, Sch Automat, Nanjing 210096, Peoples R China.;Lu, XB (通讯作者)，Southeast Univ, Minist Educ, Key Lab Measurement & Control Complex Syst Engn, Nanjing 210096, Peoples R China.",xblu2013@126.com,,,National Natural Science Foundation of China [61871123]; Key Research and Development Program in Jiangsu Province; Priority Academic Program Development of Jiangsu Higher Education Institutions,National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Key Research and Development Program in Jiangsu Province; Priority Academic Program Development of Jiangsu Higher Education Institutions,"This work was supported by the National Natural Science Foundation of China (No.61871123), Key Research and Development Program in Jiangsu Province (No.BE2016739) and a Project Funded by the Priority Academic Program Development of Jiangsu Higher Education Institutions.",,13,1,1,6,9,IOP PUBLISHING LTD,BRISTOL,"DIRAC HOUSE, TEMPLE BACK, BRISTOL BS1 6BE, ENGLAND",1742-6588,1742-6596,,J PHYS CONF SER,,,2020.0,1575,,,,,,,,12017,10.1088/1742-6596/1575/1/012017,http://dx.doi.org/10.1088/1742-6596/1575/1/012017,,,6,"Computer Science, Artificial Intelligence; Computer Science, Information Systems; Computer Science, Theory & Methods; Robotics",Conference Proceedings Citation Index - Science (CPCI-S),Computer Science; Robotics,BQ7LY,,gold,,,2022-10-10,WOS:000617122600017,View Full Record in Web of Science
J,"Krishtal, A; Senet, P; Van Alsenoy, C",,,,"Krishtal, Alisa; Senet, Patrick; Van Alsenoy, Christian",,,"Local softness, softness dipole, and polarizabilities of functional groups: Application to the side chains of the 20 amino acids",JOURNAL OF CHEMICAL PHYSICS,,,English,Article,,,,,,ab initio calculations; iterative methods; molecular biophysics; molecular electronic states; organic compounds; perturbation theory; polarisability,FUKUI FUNCTION; REACTIVITY DESCRIPTORS; MOLECULAR POLARIZABILITY; ELECTRONIC RESPONSES; THEORETICAL-ANALYSIS; DENSITY; HARDNESS; PARAMETERS; HYDROCARBONS; DERIVATIVES,"The values of molecular polarizabilities and softnesses of the 20 amino acids were computed ab initio (MP2). By using the iterative Hirshfeld scheme to partition the molecular electronic properties, we demonstrate that the values of the softness of the side chain of the 20 amino acids are clustered in groups reflecting their biochemical classification, namely: aliphatic, basic, acidic, sulfur containing, and aromatic amino acids. The present findings are in agreement with previous results using different approximations and partitioning schemes [P. Senet and F. Aparicio, J. Chem. Phys. 126, 145105 (2007)]. In addition, we show that the polarizability of the side chain of an amino acid depends mainly on its number of electrons (reflecting its size) and consequently cannot be used to cluster the amino acids in different biochemical groups, in contrast to the local softness. Our results also demonstrate that the global softness is not simply proportional to the global polarizability in disagreement with the intuition that a softer moiety is also more polarizable. Amino acids with the same softness may have a polarizability differing by a factor as large as 1.7. This discrepancy can be understood from first principles as we show that the molecular polarizability depends on a softness dipole vector and not simply on the global softness.","[Krishtal, Alisa; Van Alsenoy, Christian] Univ Antwerp, Dept Chem, B-2610 Antwerp, Belgium; [Senet, Patrick] Univ Bourgogne, Inst Carnot Bourgogne, CNRS, UMR 5209, F-21078 Dijon, France",,"Krishtal, A (通讯作者)，Univ Antwerp, Dept Chem, Univ Pl 1, B-2610 Antwerp, Belgium.",psenet@u-bourgogne.fr,,,Flemish FWO [G. 0629.06],Flemish FWO(FWO),A. K. and C. V. A. acknowledge the Flemish FWO for research Grant No. G. 0629.06. We gratefully acknowledge the University of Antwerp for the access to the university's CalcUA supercomputer cluster.,,45,23,23,0,18,AMER INST PHYSICS,MELVILLE,"CIRCULATION & FULFILLMENT DIV, 2 HUNTINGTON QUADRANGLE, STE 1 N O 1, MELVILLE, NY 11747-4501 USA",0021-9606,,,J CHEM PHYS,J. Chem. Phys.,JUL 28,2009.0,131,4,,,,,,,44312,10.1063/1.3185349,http://dx.doi.org/10.1063/1.3185349,,,11,"Chemistry, Physical; Physics, Atomic, Molecular & Chemical",Science Citation Index Expanded (SCI-EXPANDED),Chemistry; Physics,478UL,19655872.0,Green Submitted,,,2022-10-10,WOS:000268613700043,View Full Record in Web of Science
J,"Hu, QT; Duan, QW; Mao, Y; Zhou, X; Zhou, GZ",,,,"Hu, Qintao; Duan, Qianwen; Mao, Yao; Zhou, Xi; Zhou, Guozhong",,,DiagonalNet: Confidence diagonal lines for the UAV detection,IEEJ TRANSACTIONS ON ELECTRICAL AND ELECTRONIC ENGINEERING,,,English,Article,,,,,,object detection; deep learning; UAV; hourglass; SENet,,"Due to the maneuverability and small size of the Unmanned aerial vehicles (UAVs), the traditional object detection method cannot meet the requirements of detection accuracy and real-time performance. To address this dilemma, we propose an object detection method by using the improved hourglass network as its backbone network generating the confidence diagonal lines as detection result, and then getting the bounding box through this diagonal line. As a one-stage method, it has a good real-time performance. At the same time, due to the good performance of our improved network, its mean average precision performs well. Through experiments with the UAV dataset, compared with faster-regions-with-convolutional-neural-network and You only look once (YOLO), we show that the proposed framework can quickly and accurately detect objects. (c) 2019 Institute of Electrical Engineers of Japan. Published by John Wiley & Sons, Inc.","[Hu, Qintao; Duan, Qianwen; Mao, Yao; Zhou, Xi; Zhou, Guozhong] Chinese Acad Sci, Inst Opt & Elect, Chengdu 610209, Sichuan, Peoples R China; [Hu, Qintao; Duan, Qianwen; Mao, Yao; Zhou, Xi; Zhou, Guozhong] Chinese Acad Sci, Key Lab Opt Engn, Chengdu 610209, Sichuan, Peoples R China; [Hu, Qintao; Duan, Qianwen; Mao, Yao; Zhou, Xi; Zhou, Guozhong] Univ Chinese Acad Sci, Beijing 100039, Peoples R China",,"Mao, Y (通讯作者)，Chinese Acad Sci, Inst Opt & Elect, Chengdu 610209, Sichuan, Peoples R China.;Mao, Y (通讯作者)，Chinese Acad Sci, Key Lab Opt Engn, Chengdu 610209, Sichuan, Peoples R China.;Mao, Y (通讯作者)，Univ Chinese Acad Sci, Beijing 100039, Peoples R China.",maoyao@ioe.ac.cn,,,,,,,41,1,1,3,28,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",1931-4973,1931-4981,,IEEJ T ELECTR ELECTR,IEEJ Trans. Electr. Electron. Eng.,SEP,2019.0,14,9,,,,,1364,1371,,10.1002/tee.22938,http://dx.doi.org/10.1002/tee.22938,,,8,"Engineering, Electrical & Electronic",Science Citation Index Expanded (SCI-EXPANDED),Engineering,IP8CO,,,,,2022-10-10,WOS:000480274700011,View Full Record in Web of Science
J,"Zhou, Y; Sun, Q; Meng, J; Hu, QL; Lyu, JH; Wang, ZW; Wang, SF",,,,"Zhou, Yuan; Sun, Qi; Meng, Jin; Hu, Qinglong; Lyu, Jiahang; Wang, Zhiwei; Wang, Shifeng",,,PointCartesian-Net: enhancing 3D coordinates for semantic segmentation of large-scale point clouds,JOURNAL OF THE OPTICAL SOCIETY OF AMERICA A-OPTICS IMAGE SCIENCE AND VISION,,,English,Article,,,,,,,,"Collecting accurate outdoor point cloud data depends on complex algorithms and expensive experimental equipment. The requirement of data collecting and the characteristics of point clouds limit the development of semantic segmentation technology in point clouds. Therefore, this paper proposes a neural network model named PointCartesian-Net that uses only 3D coordinates of point cloud data for semantic segmentation. First, to increase the feature information and reduce the loss of geometric information, the 3D coordinates are encoded to establish a connection between neighboring points. Second, a dense connect and residual connect are employed to progressively increase the receptive field for each 3D point, and aggregated multi-level and multi-scale semantic features obtain rich contextual information. Third, inspired by the success of the SENet model in 2D images, a 3D SENet that learns the relation between the characteristic channels is proposed. It allows the PointCartesian-Net to weight the informative features while suppressing less useful ones. The experimental results produce 60.2% Mean Intersection-over-Union and 89.1% overall accuracy on the large-scale benchmark Semantic3D dataset, which shows the feasibility and applicability of the network. (c) 2021 Optical Society of America","[Zhou, Yuan; Meng, Jin; Hu, Qinglong; Lyu, Jiahang; Wang, Zhiwei; Wang, Shifeng] Changchun Univ Sci & Technol, Natl Demonstrat Ctr Expt Optoelect Engn Educ, Sch Optoelect Engn, 7089 Weixing Rd, Changchun 130022, Jilin, Peoples R China; [Sun, Qi] Northeastern Univ, Coll Informat Sci & Engn, 11,Lane 3,Wenhua Rd, Shenyang 110819, Liaoning, Peoples R China; [Wang, Shifeng] Changchun Univ Sci & Technol, Key Lab Optoelect Measurement & Opt Informat Tran, 7089 Weixing Rd, Changchun 130022, Jilin, Peoples R China",,"Wang, SF (通讯作者)，Changchun Univ Sci & Technol, Natl Demonstrat Ctr Expt Optoelect Engn Educ, Sch Optoelect Engn, 7089 Weixing Rd, Changchun 130022, Jilin, Peoples R China.;Wang, SF (通讯作者)，Changchun Univ Sci & Technol, Key Lab Optoelect Measurement & Opt Informat Tran, 7089 Weixing Rd, Changchun 130022, Jilin, Peoples R China.",sf.wang@cust.edu.cn,,"HU, Qinglong/0000-0002-6175-0230","Youth Science Foundation of Jilin Province [20150101047JC]; 111 Project of China [D17017, D21009]; OptoBot Lab, School of Optoelectronic Engineering, Changchun University of Science and Technology","Youth Science Foundation of Jilin Province; 111 Project of China(Ministry of Education, China - 111 Project); OptoBot Lab, School of Optoelectronic Engineering, Changchun University of Science and Technology","Youth Science Foundation of Jilin Province (20150101047JC); 111 Project of China (D17017, D21009); OptoBot Lab, School of Optoelectronic Engineering, Changchun University of Science and Technology.",,20,0,0,1,5,OPTICAL SOC AMER,WASHINGTON,"2010 MASSACHUSETTS AVE NW, WASHINGTON, DC 20036 USA",1084-7529,1520-8532,,J OPT SOC AM A,J. Opt. Soc. Am. A-Opt. Image Sci. Vis.,AUG 1,2021.0,38,8,,,,,1194,1200,,10.1364/JOSAA.425341,http://dx.doi.org/10.1364/JOSAA.425341,,,7,Optics,Science Citation Index Expanded (SCI-EXPANDED),Optics,TT2WT,34613314.0,,,,2022-10-10,WOS:000680211900005,View Full Record in Web of Science
